,Type_of_course_Aggregate,Type_of_Fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Passing_0.6_mm_Sieve_(%),Target_Mean_Strength_(Npermm2),Cement_O.P.C_(Kgperm3),WaterCement_Ratio,Water_Content_(Kgperm3),,Additive_Type_&_Dosage_(per100_kg_of_cement),Total_Aggregate_(Kgperm3),Fine_Aggregate_(Kgperm3),Coarse_Aggregate_(Kgperm3),Workability_Slump_(mm),Hardened_Concrete_Desnity_(avg.),7_day_str,28_day_str,Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Passing_0.6mm_Sieve(%),Additive_Type_&_Dos._(per100_Kg_of_cement),Admix_type,Admix_dosage
2049,0,0,20,0,43,360,0.5,180,,0,1910,710,1200,120,2455,34.7,47.4,Crushed,Natural,43,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
2050,0,0,20,0,43,360,0.5,180,,0,1920,710,1210,130,2465,42.3,49.5,Crushed,Natural,61,Type Euro Plast 8600 * Dos 1 lit,Type Euro Plast 8600 , Dos 1 lit
2051,0,0,20,0,43,360,0.5,180,,0,1910,710,1200,130,2455,31.1,44.8,Crushed,Natural,43,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
2052,0,0,20,0,43,365,0.51,185,,0,1900,800,1200,135,2453,35.4,0,Crushed,Natural,30.4,Type SP(FDN-5) * Dos. 2.5 lit,Type SP(FDN-5) , Dos. 2.5 lit
2053,0,0,20,0,43,380,0.45,180,,0,1880,695,1135,200,2461,34.4,43,Crushed,Natural,50.1,0,,
2054,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2454.3,26.8,0,Crushed,Natural,30.7,Type Flocrete EP 8600 * Dos. 4.875,Type Flocrete EP 8600 , Dos. 4.875
2055,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2453.67,26.8,0,Crushed,Natural,30.7,Type Flocrete EP 8600 * Dos. 4.875,Type Flocrete EP 8600 , Dos. 4.875
2056,0,0,20,0,43,375,0.47,175,,0,1910,725,1184,165,2435,26.8,34,Crushed,Natural,56,Type Rehobuild * 850 * Dos. 1.0 lit,Type Rehobuild , 850 * Dos. 1.0 lit
2057,0,0,20,0,43,375,0.46,172,,0,1835,530,1305,150,2384,34.6,46.3,Natural,Natural,83,Type Flocrete EP 8600 * Dos 4.875,Type Flocrete EP 8600 , Dos 4.875
2058,0,0,20,0,43,370,0.51,190,,0,1880,715,1165,120,2461,35.9,43.8,Crushed,Natural,24.9,0,,
2059,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2454,26.8,33.9,Crushed,Natural,30.7,Type Fosroc Conplast Wp400  * Dos 1.75 & Sp 8600 Dos .75 lit,Type Fosroc Conplast Wp400  , Dos 1.75 & Sp 8600 Dos .75 lit
2060,0,0,20,0,43,375,0.49,185,,0,1900,760,1110,175,2464,28.3,40,Crushed,Natural,49.2,Type Euro blast 8600 * Dos 1 lit,Type Euro blast 8600 , Dos 1 lit
2061,0,0,20,0,43,375,0.49,185,,0,1900,760,1140,175,2465,28.3,0,Crushed,Natural,49.2,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
2062,0,0,20,0,43,375,0.49,185,,0,1890,690,1200,100,2454,33.1,44.5,Crushed,Natural,39.7,0,,
2063,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,170,2453,38.7,0,Crushed,Natural,24,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
2064,0,0,20,0,43,375,0.49,185,,0,1900,760,1140,175,2465,28.3,40,Crushed,Natural,49.2,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
2065,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,170,2455,38.7,47.2,Crushed,Natural,24,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
2066,0,0,20,0,43,400,0.54,215,,0,1785,625,1260,145,2428,39,44.7,Crushed,Natural,34.4,0,,
2067,0,0,20,0,43,400,0.54,215,,0,1775,675,1100,150,2394,31.2,45.4,Crushed,Natural,22.4,0,,
2068,0,0,20,0,43,385,0.49,190,,0,1890,815,1075,170,2463,34,0,Crushed,Natural,38.7,Type Caplast Super-R  * Dos. 1.4 lit,Type Caplast Super-R  , Dos. 1.4 lit
2069,0,0,20,0,43,375,0.49,185,,0,1900,725,1175,200,2461,45.9,54.3,Crushed,Natural,61,Type Euro Plast 8600 * Dos. 1.25 lit,Type Euro Plast 8600 , Dos. 1.25 lit
2070,0,0,20,0,43,375,0.44,190,,0,1855,700,1185,150,2454,32,46.6,Crushed,Natural,43.6,0,,
2071,0,0,20,0,43,375,0.44,165,,0,1865,710,1155,200,2404,32.4,40.6,Natural,Natural,51.4,Type Reho Build 850 * Dos. 1.0 lit,Type Reho Build 850 , Dos. 1.0 lit
2072,0,0,20,0,43,370,0.5,185,,0,1895,760,1135,150,2454,35,0,Crushed,Natural,66,Type Reho Build 850 * Dos. 1.0 lit,Type Reho Build 850 , Dos. 1.0 lit
2073,0,0,20,0,43,375,0.48,185,,0,1895,795,1100,180,2455,44.2,0,Crushed,Natural,41.9,Type * Dos. 1.4 lit,Type , Dos. 1.4 lit
2074,0,0,20,0,43,360,0.46,170,,0,1885,750,1135,150,2414,41.2,0,Natural,Natural,41.9,Type * Dos. 1.2 lit,Type , Dos. 1.2 lit
2075,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2405,35.4,0,Natural,Natural,31.3,Reho Build 850 * Dos. 1.0 lit,Reho Build 850 , Dos. 1.0 lit
2076,0,0,20,0,43,370,0.5,185,,0,1895,760,1135,150,2455,35,44.8,Crushed,Natural,66,Type Reho Build 850 * Dos .75 lit,Type Reho Build 850 , Dos .75 lit
2077,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,150,2454.5,29.8,0,Crushed,Natural,53.5,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
2078,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,150,2455,29.8,39.3,Crushed,Natural,53.5,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
2079,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,190,2453.3,41.1,0,Crushed,Natural,31,Type SP-337 * Dos. 1.0 lit,Type SP-337 , Dos. 1.0 lit
2080,0,0,20,0,43,375,0.49,185,,0,1890,830,1160,150,2455,36.3,0,Crushed,Natural,41.4,Type RehoBuild 850 * Dos. 1.25 lit,Type RehoBuild 850 , Dos. 1.25 lit
2081,0,0,20,0,43,375,0.49,185,,0,1890,830,1160,180,2452.67,33.4,0,Crushed,Natural,41.4,Type TraplastSR/RX * Dos. 1.25 lit,Type TraplastSR/RX , Dos. 1.25 lit
2082,0,0,20,0,43,365,0.44,160,,0,1875,695,1180,195,2401.3,27.7,0,Natural,Natural,42,Rehobuild 0.75 lit,Rehobuild 0.75 lit,
2083,0,0,20,0,43,375,0.48,185,,0,1895,795,1100,180,2455,44.2,49.1,Crushed,Natural,41.9,Type Dos 1.4,Type Dos 1.4,
2084,0,0,20,0,43,360,0.46,170,,0,1885,750,1135,150,2414,41.2,46.6,Natural,Natural,41.9,Type Dos 1.2,Type Dos 1.2,
2085,0,0,20,0,43,375,0.49,185,,0,1890,830,1160,150,2456,36.3,45.2,Crushed,Natural,41.4,Type RehoBuild 850 * Dos. 1.25 lit,Type RehoBuild 850 , Dos. 1.25 lit
2086,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,190,2455,41.1,49.5,Crushed,Natural,31,Type SP-337 * Dos. 1.0 lit,Type SP-337 , Dos. 1.0 lit
2087,0,0,20,0,43,375,0.45,170,,0,1845,645,1200,200,2390,38.6,0,Natural,Natural,67.3,Reheo Build 850 * Dos. 1.0 lit,Reheo Build 850 , Dos. 1.0 lit
2088,0,0,20,0,43,375,0.45,170,,0,1845,645,1200,200,2390,38.6,48.3,Natural,Natural,67.3,Reheo Build 850 * Dos. 1.0 lit,Reheo Build 850 , Dos. 1.0 lit
2089,0,0,20,0,43,365,0.44,160,,0,1875,695,1180,195,2404,27.7,35,Natural,Natural,42,Rehobuild 0.75 lit,Rehobuild 0.75 lit,
2090,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2406,35.4,43.3,Natural,Natural,31.3,Build 850 * Dos 1 lit,Build 850 , Dos 1 lit
2091,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2405,35.4,43.3,Natural,Natural,31.3,Build 850 * Dos 1 lit,Build 850 , Dos 1 lit
2092,0,0,20,0,43,365,0.51,185,,0,1900,780,1120,180,2457,30.7,45.8,Crushed,Natural,0,Type CF555 * Dos. 1.0 lit,Type CF555 , Dos. 1.0 lit
2093,0,0,20,0,43,400,0.51,205,,0,1810,560,1250,70,2412,37.8,0,Crushed,Natural,83.4,0,,
2094,0,0,20,0,43,365,0.51,185,,0,1900,780,1120,180,2455,27,30.7,Crushed,Natural,0,Type CF555 * Dos. 1.0 lit,Type CF555 , Dos. 1.0 lit
2095,0,0,20,0,43,350,0.46,160,,0,1890,755,1135,195,2403,34.1,0,Natural,Natural,0,Type CF555 * Dos. 1.0 lit,Type CF555 , Dos. 1.0 lit
2096,0,0,20,0,43,365,0.49,180,,0,1895,780,1115,220,2442,35.9,0,Crushed,Natural,42.9,Type Reho Build 850 * Dos. 1.25 lit,Type Reho Build 850 , Dos. 1.25 lit
2097,0,0,20,0,43,365,0.49,180,,0,1895,780,1115,220,2442,35.9,0,Crushed,Natural,42.9,Type Reho Build 850 * Dos. 1.25 lit,Type Reho Build 850 , Dos. 1.25 lit
2098,0,0,20,0,43,375,0.49,185,,0,1890,720,1170,140,2450,30.7,40.6,Crushed,Natural,21,Type Rehobuild 850 * Dos. 1.4 lit,Type Rehobuild 850 , Dos. 1.4 lit
2099,0,0,20,0,43,400,0.54,215,,0,1775,675,1250,150,2394,31.2,0,Crushed,Natural,28.4,0,,
2100,0,0,20,0,43,350,0.46,160,,0,1890,755,1135,195,2403,34.1,41.6,Natural,Natural,0,Type CF555 * Dos. 0.75 lit,Type CF555 , Dos. 0.75 lit
2101,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,180,2454.67,33.6,0,Crushed,Natural,52,Type SP432 * Dos. 1.25 lit,Type SP432 , Dos. 1.25 lit
2102,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,120,2454,34.2,0,Crushed,Natural,0,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
2103,0,0,20,0,43,375,0.49,185,,0,1880,695,1175,170,2445,38.3,0,Crushed,Natural,43,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2104,0,0,20,0,43,365,0.51,185,,0,1900,700,1200,160,2455,36.8,47.2,Crushed,Natural,45.6,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2105,0,0,20,0,43,350,0.47,165,,0,1885,680,1205,200,2404,31.1,45.5,Natural,Natural,45.6,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2106,0,0,20,0,43,375,0.53,200,,0,1865,710,1155,115,2442.5,28.3,0,Crushed,Natural,36.9,0,,
2107,0,0,20,0,43,410,0.51,210,,0,1805,630,1175,160,2427,31.6,0,Crushed,Natural,62.6,0,,
2108,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,180,2455,33.6,43.6,Crushed,Natural,0,Type SP432 * Dos. 1.25 lit,Type SP432 , Dos. 1.25 lit
2109,0,0,20,0,43,365,0.47,170,,0,1865,655,1210,160,2403,33.2,0,Natural,Natural,49.2,Type SP 901 * Dos. 1.0 lit,Type SP 901 , Dos. 1.0 lit
2110,0,0,20,0,43,375,0.49,185,,0,1890,760,1130,120,2453,30.5,0,Crushed,Natural,0,Type SP432 * Dos. 1.0 lit,Type SP432 , Dos. 1.0 lit
2111,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,150,2445,35.9,0,Crushed,Natural,0,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2112,0,0,20,0,43,375,0.51,190,,0,1875,750,1120,150,2445,35.9,0,Crushed,Natural,0,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2113,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,150,2445,35.9,47.2,Crushed,Natural,0,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2114,0,0,20,0,43,365,0.52,185,,0,1900,725,1175,175,2453,36.8,51.1,Crushed,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2115,0,0,20,0,43,365,0.52,190,,0,1890,720,1170,125,2443,35.2,0,Crushed,Natural,0,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2116,0,0,20,0,43,375,0.45,170,,0,1860,700,1160,170,2407,36.1,0,Natural,Natural,0,Type Dos. 2.3 lit,Type Dos. 2.3 lit,
2117,0,0,20,0,43,365,0.52,185,,0,1900,725,1175,175,2452.67,36.8,0,Crushed,Natural,0,Type SP 901 * Dos. 1.0 lit,Type SP 901 , Dos. 1.0 lit
2118,0,0,20,0,43,375,0.48,180,,0,1885,715,1170,180,2444.3,37.6,0,Crushed,Natural,0,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
2119,0,0,20,0,43,365,0.52,190,,0,1890,720,1170,125,2445,35.2,45.6,Crushed,Natural,0, Type SP901 * Dos. 1.5 lit, Type SP901 , Dos. 1.5 lit
2120,0,0,20,0,43,410,0.51,210,,0,1805,630,1175,160,2427,31.6,0,Crushed,Natural,62.6,0,,
2121,0,0,20,0,43,385,0.52,200,,0,1840,756,1075,115,2428,32.8,0,Crushed,Natural,30.4,0,,
2122,0,0,20,0,43,375,0.48,180,,0,1875,770,1105,200,2444,36.5,0,Crushed,Natural,33.8,0,,
2123,0,0,20,0,43,375,0.5,185,,0,1880,715,1160,220,2449,39.2,47.3,Natural,Natural,73,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2124,0,0,20,0,43,370,0.46,170,,0,1860,670,1190,200,2401,38.2,45.5,Natural,Natural,73,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2125,0,0,20,0,43,375,0.5,185,,0,1880,715,1160,220,2450,33.5,39.2,Crushed,Natural,73,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2126,0,0,20,0,43,370,0.46,170,,0,1860,670,1190,200,2394,35.7,38.2,Natural,Natural,73,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2127,0,0,20,0,43,375,0.48,180,,0,1885,715,1070,180,2442,37.6,45.8,Crushed,Natural,0,Type JY-4 pump Aiding * Dos 1.25l lit,Type JY-4 pump Aiding , Dos 1.25l lit
2128,0,0,20,0,43,365,0.48,175,,0,1860,655,1205,170,2408,31.3,46.1,Natural,Natural,73,Type SP801 * Dos. 1.2 lit,Type SP801 , Dos. 1.2 lit
2129,0,0,20,0,43,365,0.45,165,,0,1870,700,1170,150,2415,32.1,40.8,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2130,0,0,20,0,43,390,0.51,215,,0,1840,715,1125,120,2430.3,30.7,0,Crushed,Natural,51.8,0,,
2131,0,0,20,0,43,365,0.51,185,,0,1900,700,1200,160,2455,36.8,0,Crushed,Natural,45.6,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2132,0,0,20,0,43,350,0.47,165,,0,1885,680,1205,200,2401,31.3,0,Natural,Natural,45.6,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
2133,0,0,20,0,43.1,385,0.51,195,,0,1850,685,1165,90,2432,32.8,0,Crushed,Natural,52,0,,
2134,0,0,20,0,43,375,0.48,180,,0,1895,700,1125,200,2458,33.5,42.5,Crushed,Natural,50.1,Type Reheobuild 850 * Dos. 1.5 lit,Type Reheobuild 850 , Dos. 1.5 lit
2135,0,0,20,0,43,350,0.46,160,,0,1890,715,1175,220,2403,28.1,31.4,Natural,Natural,50,Type SD2-Gold * Dos 1.0 lit,Type SD2-Gold , Dos 1.0 lit
2136,0,0,20,0,43,360,0.46,165,,0,1860,690,1170,200,2404,33.5,0,Natural,Natural,57,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2137,0,0,20,0,43,380,0.47,180,,0,1880,695,1125,200,2463,0,0,Crushed,Natural,50.1,Type Reheobuild 850 * Dos. 1.5 lit,Type Reheobuild 850 , Dos. 1.5 lit
2138,0,0,20,0,43,380,0.45,180,,0,1880,695,1185,200,2462,0,0,Crushed,Natural,50.1,Type Reheobuild 850 * Dos. 1.5 lit,Type Reheobuild 850 , Dos. 1.5 lit
2139,0,0,20,0,43,375,0.48,190,,0,1860,705,1155,130,2425,30.2,0,Crushed,Natural,42.3,0,,
2140,0,0,20,0,43,400,0.45,180,,0,1870,840,1030,185,2453,33.9,39.9,Crushed,Natural,55,Type SP 432 * Dos. 1.0 lit,Type SP 432 , Dos. 1.0 lit
2141,0,0,20,0,43,380,0.45,180,,0,1880,695,1120,200,2453,27.7,34.4,Crushed,Natural,50.1,Type Reheobuild 850 * Dos. 1.5 lit,Type Reheobuild 850 , Dos. 1.5 lit
2142,0,0,20,0,43,400,0.44,175,,0,1875,750,1120,185,2459,0,0,Crushed,Natural,46.5,Type SP432 * Dos. 1.0 lit,Type SP432 , Dos. 1.0 lit
2143,0,0,20,0,43,350,0.46,160,,0,1890,715,1175,220,2405,31.4,39.4,Natural,Natural,50,Type SD2-Gold * Dos 1.0 lit,Type SD2-Gold , Dos 1.0 lit
2144,0,0,20,0,43,400,0.44,175,,0,1875,750,1120,185,2451,31.4,0,Crushed,Natural,46.5,Type SP432 * Dos 1.0 lit,Type SP432 , Dos 1.0 lit
2145,0,0,20,0,43,360,0.46,165,,0,1860,690,1170,200,2405,33.5,43.9,Natural,Natural,57,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2146,0,0,20,0,43,375,0.51,190,,0,1885,695,1190,110,2384,28.1,0,Crushed,Natural,56,0,,
2147,0,0,20,0,43,375,0.49,185,,0,1900,700,1200,95,2458.67,28.1,0,Crushed,Natural,64.7,0,,
2148,0,0,20,0,43,400,0.44,175,,0,1875,750,1125,185,2453,31.4,41.6,Crushed,Natural,46.5,Type SP432 * Dos. 1.0 lit,Type SP432 , Dos. 1.0 lit
2149,0,0,20,0,43,365,0.51,185,,0,1900,795,1150,150,2451,36,0,Crushed,Natural,36.5,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2150,0,0,20,0,43,370,0.51,190,,0,1890,795,1110,150,2452,37.1,0,Crushed,Natural,36.5,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2151,0,0,20,0,43,370,0.51,185,,0,1900,815,1085,175,2453,38.5,0,Crushed,Natural,47.1,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2152,0,0,20,0,43,370,0.51,190,,0,1890,815,1075,170,2457,37.6,0,Crushed,Natural,47.1,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2153,0,0,20,0,43,370,0.51,190,,0,1890,815,1075,170,2457,37.6,0,Crushed,Natural,47.1,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2154,0,0,20,0,43,375,0.48,190,,0,1890,715,1175,160,2454.3,30.7,0,Crushed,Natural,60,Type SP901 * Dos. 1.25 lit,Type SP901 , Dos. 1.25 lit
2155,0,0,20,0,43,375,0.51,190,,0,1885,680,1205,150,2454,34.9,0,Crushed,Natural,54.1,0,,
2156,0,0,20,0,43,375,0.48,190,,0,1890,715,1175,160,2453,30.7,36.3,Crushed,Natural,60,Type SP901 * Dos. 1.25 lit,Type SP901 , Dos. 1.25 lit
2157,0,0,20,0,43,375,0.51,190,,0,1885,680,1205,110,2453,33.7,0,Crushed,Natural,33.1,0,,
2158,0,0,20,0,43,375,0.49,185,,0,1890,690,1200,100,2454,33.1,0,Crushed,Natural,39.7,0,,
2159,0,0,20,0,43,375,0.51,190,,0,1855,755,1130,100,2455,34.1,0,Crushed,Natural,50.1,0,,
2160,0,0,20,0,43,375,0.51,190,,0,1885,755,1130,110,2453,29.1,0,Crushed,Natural,45.8,0,,
2161,0,0,20,0,43,365,0.51,185,,0,1900,780,1128,170,2456,28.9,0,Crushed,Natural,48.9,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2162,0,0,20,0,43,380,0.5,190,,0,1880,715,1165,150,2455,37.9,0,Crushed,Natural,63,0,,
2163,0,0,20,0,43,365,0.51,185,,0,1900,780,1128,170,2455,28.9,40.1,Crushed,Natural,48.9,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2164,0,0,20,0,43,375,0.51,190,,0,1885,700,1185,140,2456,31.9,0,Crushed,Natural,43.9,0,,
2165,0,0,20,0,43,375,0.49,185,,0,1890,755,1135,130,2454,30.5,0,Crushed,Natural,38.3,0,,
2166,0,0,20,0,43,400,0.44,175,,0,1825,805,1020,175,2411,28,0,Natural,Natural,37.9,Type SP901 * Dos. 1.25 lit,Type SP901 , Dos. 1.25 lit
2167,0,0,20,0,43,380,0.5,190,,0,1880,715,1165,150,2454,29,0,Crushed,Natural,63,0,,
2168,0,0,20,0,43,375,0.43,160,,0,1865,750,1115,100,2453,34.9,43.3,Natural,Natural,54.8,SP CHRYSO SD-2 * Dos. 1.0 lit,SP CHRYSO SD-2 , Dos. 1.0 lit
2169,0,0,20,0,43,400,0.44,175,,0,1825,805,1020,175,2413,28,41.7,Natural,Natural,37.9,Type SP901 * Dos. 1.25 lit,Type SP901 , Dos. 1.25 lit
2170,0,0,20,0,43,400,0.42,160,,0,1870,840,1030,210,2445,35.7,0,Crushed,Natural,51.5,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2171,0,0,20,0,43,375,0.49,185,,0,1890,755,1135,0,2455,32,0,Crushed,Natural,40.3,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2172,0,0,20,0,43,375,0.49,185,,0,1890,755,1136,120,2453,32,40.8,Crushed,Natural,40.3,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
2173,0,0,20,0,43,375,0.47,175,,0,1850,700,1150,150,2404,24.1,26.5,Natural,Natural,0,Type Kemia Crete 850* Dos 0.75 lit,Type Kemia Crete 850, Dos 0.75 lit
2174,0,0,20,0,43,375,0.44,190,,0,1885,700,1185,150,2456,32,0,Crushed,Natural,43.6,0,,
2175,0,0,20,0,43,350,0.48,168,,0,1882,755,1127,190,2406,36.1,0,Natural,Natural,33.7,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2176,0,0,20,0,43,350,0.48,180,,0,1870,730,1140,205,2404,32.8,0,Natural,Natural,48.5,Type SP40* Dos 1.0 lit,Type SP40, Dos 1.0 lit
2177,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,150,2457,23.4,0,Crushed,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2178,0,0,20,0,43,350,0.48,168,,0,1882,755,1127,190,2407,36.1,43.4,Natural,Natural,33.7,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2179,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,150,2133,23.4,29.3,Crushed,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2180,0,0,20,0,43,350,0.48,180,,0,1870,730,1140,205,2407,32.8,40.4,Natural,Natural,48.5,Type SP40* Dos 1.0 lit,Type SP40, Dos 1.0 lit
2181,0,0,20,0,43,375,0.48,165,,0,1860,710,1150,120,2408,29.4,0,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
2182,0,0,20,0,43,350,0.47,165,,0,1870,750,1120,210,2405,42.1,45.9,Natural,Natural,31.9,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2183,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2406,34.6,0,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2184,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2404,34.5,0,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2185,0,0,20,0,43,375,0.48,180,,0,1895,740,1155,180,2464,33.2,0,Crushed,Natural,56.4,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2186,0,0,20,0,43,375,0.48,180,,0,1845,685,1160,160,2453,32.2,0,Natural,Natural,56.4,Type SP901 Dos. 0.75lit,Type SP901 Dos. 0.75lit,
2187,0,0,20,0,43,350,0.47,165,,0,1870,750,1120,210,2402,42.1,0,Natural,Natural,31.9,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2188,0,0,20,0,43,375,0.48,165,,0,1860,710,1150,120,2408,29.4,36,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
2189,0,0,20,0,43,375,0.51,190,,0,1885,760,1125,175,2457,30.5,0,Crushed,Natural,24.5,Type SP Gold* Dos. 3.5 lit,Type SP Gold, Dos. 3.5 lit
2190,0,0,20,0,43,400,0.51,205,,0,1810,560,1250,70,2413,37.8,44.3,Natural,Natural,83.4,0,,
2191,0,0,20,0,43,375,0.48,180,,0,1895,740,1155,180,2464,33.2,41.6,Crushed,Natural,56.4,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2192,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2407,34.6,41.5,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2193,0,0,20,0,43,375,0.48,180,,0,1845,685,1160,160,2454,32.2,40.6,Natural,Natural,56.4,Type SP901 Dos. 0.75lit,Type SP901 Dos. 0.75lit,
2194,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2403,34.5,37,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
2195,0,0,20,0,43,375,0.51,190,,0,1885,760,1125,175,2456,30.5,33.4,Crushed,Natural,24.5,Type SP Gold* Dos. 3.5 lit,Type SP Gold, Dos. 3.5 lit
2196,0,0,20,0,43,375,0.48,180,,0,1895,740,1155,200,2455,40.9,0,Crushed,Natural,31.3,Type SP Gold* Dos. 1.0 lit,Type SP Gold, Dos. 1.0 lit
2197,0,0,20,0,43,375,0.49,185,,0,1890,760,1130,200,2404,26.8,0,Crushed,Natural,0,Type TSEN934* Dos 1.0lit,Type TSEN934, Dos 1.0lit
2198,0,0,20,0,43,350,0.47,165,,0,1885,715,1170,180,2404,34.3,0,Natural,Natural,25,Type SP Gold* Dos. 1.0 lit,Type SP Gold, Dos. 1.0 lit
2199,0,0,20,0,43,375,0.48,180,,0,1895,740,1155,200,2455,40.9,53.8,Crushed,Natural,31.3,Type SP Gold* Dos. 1.0 lit,Type SP Gold, Dos. 1.0 lit
2200,0,0,20,0,43,375,0.49,185,,0,1890,760,1130,200,2398,26.8,42.9,Crushed,Natural,0,Type TSEN934* Dos 1.0lit,Type TSEN934, Dos 1.0lit
2201,0,0,20,0,43,360,0.47,170,,0,1870,748,1122,190,2405,37.8,46.4,Natural,Natural,50,0,,
