,Type_of_course_Aggregate,Type_of_Fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Passing_0.6_mm_Sieve_(%),Target_Mean_Strength_(Npermm2),Cement_O.P.C_(Kgperm3),WaterCement_Ratio,Water_Content_(Kgperm3),,Additive_Type_&_Dosage_(per100_kg_of_cement),Total_Aggregate_(Kgperm3),Fine_Aggregate_(Kgperm3),Coarse_Aggregate_(Kgperm3),Workability_Slump_(mm),Hardened_Concrete_Desnity_(avg.),7_day_str,28_day_str,Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Passing_0.6mm_Sieve(%),Additive_Type_&_Dos._(per100_Kg_of_cement),Admix_type,Admix_dosage
1343,0,0,20,0,43,365,0.52,190,,0,1885,735,1150,200,2445.1,37.9,48.7,Crushed,Natural,42.1,Type * RHEOBUILD 850 * Dos. 1.25 lit,Type , RHEOBUILD 850 * Dos. 1.25 lit
1344,0,0,40,0,43,375,0.48,180,,0,1825,640,1185,140,2385.5,30.3,0,Natural,Natural,42.1,0,,
1345,0,0,40,0,43,375,0.48,180,,0,1825,640,1185,140,2383,30.3,39.9,Natural,Natural,42.1,0,,
1346,0,0,20,0,43,365,0.52,190,,0,1885,735,1250,200,2445,37.9,0,Crushed,Natural,42.1,Type * Rho Build 850 * Dos 1.25 lit,Type , Rho Build 850 * Dos 1.25 lit
1347,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,130,2444,26.9,0,Crushed,Natural,42,0,,
1348,0,0,20,0,43,365,0.44,160,,0,1875,695,1180,195,2401.3,27.7,0,Natural,Natural,42,Rehobuild 0.75 lit,Rehobuild 0.75 lit,
1349,0,0,20,0,43,365,0.44,160,,0,1875,695,1180,195,2404,27.7,35,Natural,Natural,42,Rehobuild 0.75 lit,Rehobuild 0.75 lit,
1350,0,0,20,0,43,375,0.48,185,,0,1895,795,1100,180,2455,44.2,0,Crushed,Natural,41.9,Type * Dos. 1.4 lit,Type , Dos. 1.4 lit
1351,0,0,20,0,43,375,0.48,185,,0,1895,795,1100,180,2455,44.2,49.1,Crushed,Natural,41.9,Type Dos 1.4,Type Dos 1.4,
1352,0,0,20,0,43,360,0.46,170,,0,1885,750,1135,150,2414,41.2,0,Natural,Natural,41.9,Type * Dos. 1.2 lit,Type , Dos. 1.2 lit
1353,0,0,20,0,43,360,0.46,170,,0,1885,750,1135,150,2414,41.2,46.6,Natural,Natural,41.9,Type Dos 1.2,Type Dos 1.2,
1354,0,0,20,0,43,375,0.49,185,,0,1890,720,1170,175,2455,24.8,0,Crushed,Natural,41.6,0,,
1355,0,0,20,0,43,375,0.49,185,,0,1890,720,1170,175,2454,24.8,32.7,Crushed,Natural,41.6,0,,
1356,0,0,40,0,43,375,0.48,180,,0,1905,665,1180,100,2405,27.8,0,Natural,Natural,41.6,0,,
1357,0,0,40,0,43,375,0.48,180,,0,1905,665,1180,100,2403,27.8,36.3,Natural,Natural,41.6,0,,
1358,0,0,20,0,43,375,0.49,185,,0,1890,830,1160,150,2455,36.3,0,Crushed,Natural,41.4,Type RehoBuild 850 * Dos. 1.25 lit,Type RehoBuild 850 , Dos. 1.25 lit
1359,0,0,20,0,43,375,0.49,185,,0,1890,830,1160,180,2452.67,33.4,0,Crushed,Natural,41.4,Type TraplastSR/RX * Dos. 1.25 lit,Type TraplastSR/RX , Dos. 1.25 lit
1360,0,0,20,0,43,375,0.49,185,,0,1890,830,1160,150,2456,36.3,45.2,Crushed,Natural,41.4,Type RehoBuild 850 * Dos. 1.25 lit,Type RehoBuild 850 , Dos. 1.25 lit
1361,0,0,40,0,43,375,0.48,180,,0,1845,665,1180,120,2405,27.5,32.9,Natural,Natural,41.4,0,,
1362,0,0,20,0,43,360,0.51,185,,0,1855,795,1100,80,2442,33.9,41.7,Crushed,Natural,41,0,,
1363,0,0,40,0,43,375,0.43,160,,0,1865,675,1190,140,2403.3,29.2,0,Natural,Natural,41,Type SP 901 * Dos. 1.0 lit,Type SP 901 , Dos. 1.0 lit
1364,0,0,40,0,43,375,0.43,160,,0,1865,675,1190,130,2406.3,28.8,0,Natural,Natural,41,Type SP 901 * Dos. 0.75 lit,Type SP 901 , Dos. 0.75 lit
1365,0,0,40,0,43,375,0.43,160,,0,1865,675,1190,140,2405,29.2,37.7,Natural,Natural,41,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1366,0,0,40,0,43,375,0.43,160,,0,1865,675,1190,130,2406,28.8,35.7,Natural,Natural,41,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1367,0,0,40,0,43,360,0.46,165,,0,1875,675,1200,135,2409,25.8,0,Natural,Natural,41,Type Reho Build * Dos 1 lit,Type Reho Build , Dos 1 lit
1368,0,0,20,0,43,375,0.51,190,,0,1885,755,1130,100,2456,24.6,0,Crushed,Natural,40.7,0,,
1369,0,0,20,0,43,350,0.46,160,,0,1890,755,1135,170,2415,33.6,43.3,Natural,Natural,40.4,Type: Panatarhit * SYN * Dos. 1.0 lit,Type: Panatarhit , SYN * Dos. 1.0 lit
1370,0,0,20,0,43,375,0.49,185,,0,1890,755,1135,0,2455,32,0,Crushed,Natural,40.3,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
1371,0,0,20,0,43,375,0.49,185,,0,1890,755,1136,120,2453,32,40.8,Crushed,Natural,40.3,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
1372,0,0,20,0,43,375,0.49,185,,0,1890,690,1200,100,2454,33.1,0,Crushed,Natural,39.7,0,,
1373,0,0,20,0,43,375,0.49,185,,0,1890,690,1200,100,2454,33.1,44.5,Crushed,Natural,39.7,0,,
1374,0,0,40,0,43,350,0.48,168,,0,1882,755,1127,180,2407,34.1,0,Natural,Natural,39.4,Type Sp102 Dos 1.0 lit,Type Sp102 Dos 1.0 lit,
1375,0,0,40,0,43,350,0.48,168,,0,1882,755,1127,180,2407,34.1,45.9,Natural,Natural,39.4,Type Sp102 Dos 1.0 lit,Type Sp102 Dos 1.0 lit,
1376,0,0,40,0,43,375,0.48,180,,0,1845,665,1180,100,2403,27.8,0,Natural,Natural,39,0,,
1377,0,0,40,0,43,375,0.44,165,,0,1860,630,1230,130,2405,32.6,0,Natural,Natural,39,Type Euro Plast 8600,Type Euro Plast 8600,
1378,0,0,40,0,43,375,0.44,165,,0,1860,630,1230,130,2403.5,32.6,38.4,Natural,Natural,39,Euro Plast 8600 1 lit,Euro Plast 8600 1 lit,
1379,0,0,20,0,43,385,0.49,190,,0,1890,815,1075,170,2463,34,0,Crushed,Natural,38.7,Type Caplast Super-R  * Dos. 1.4 lit,Type Caplast Super-R  , Dos. 1.4 lit
1380,0,0,20,0,43,385,0.49,190,,0,1890,815,1075,170,2466,34,43.6,Crushed,Natural,38.7,Type Caplast Super-R(P) * Dos 1.4 lit,Type Caplast Super-R(P) , Dos 1.4 lit
1381,0,0,40,0,43,365,0.48,175,,0,1860,750,1110,150,2404,26.1,0,Natural,Natural,38.6,Type Caplast SP-R * Dos. 0.3 lit,Type Caplast SP-R , Dos. 0.3 lit
1382,0,0,40,0,43,365,0.48,175,,0,1860,750,1110,150,2402,26.1,42.2,Natural,Natural,38.6,Type CCI,Type CCI,
1383,0,0,40,0,43,375,0.48,180,,0,1845,645,1200,90,2402,31.7,0,Natural,Natural,38.5,0,,
1384,0,0,40,0,43,375,0.48,180,,0,1845,645,1200,90,2405,31.7,38.9,Natural,Natural,38.5,0,,
1385,0,0,20,0,43,375,0.49,185,,0,1890,755,1135,130,2454,30.5,0,Crushed,Natural,38.3,0,,
1386,0,0,20,0,43,375,0.49,185,,0,1890,755,1135,130,2455,30.5,38.2,Crushed,Natural,38.3,0,,
1387,0,0,40,0,43,350,0.46,160,,0,1890,710,1180,150,2400,33.5,0,Natural,Natural,38,Type SP901 * Dos. 0.75 lit,Type SP901 , Dos. 0.75 lit
1388,0,0,40,0,43,350,0.46,160,,0,1890,710,1180,150,2401,33.5,41.8,Natural,Natural,38,Type SP901 * Dos. 0.75 lit,Type SP901 , Dos. 0.75 lit
1389,0,0,20,0,43,400,0.44,175,,0,1825,805,1020,175,2411,28,0,Natural,Natural,37.9,Type SP901 * Dos. 1.25 lit,Type SP901 , Dos. 1.25 lit
1390,0,0,20,0,43,400,0.44,175,,0,1825,805,1020,175,2413,28,41.7,Natural,Natural,37.9,Type SP901 * Dos. 1.25 lit,Type SP901 , Dos. 1.25 lit
1391,0,0,40,0,43,350,0.48,168,,0,1872,750,1122,200,2395,36.5,0,Natural,Natural,37.9,Euro Plast 8600 * Dos. 0.75 lit,Euro Plast 8600 , Dos. 0.75 lit
1392,0,0,40,0,43,350,0.48,168,,0,1872,750,1122,200,2394,36.5,0,Natural,Natural,37.9,Euro Plast 8600 * Dos. 0.75 lit,Euro Plast 8600 , Dos. 0.75 lit
1393,0,0,40,0,43,350,0.48,168,,0,1872,750,1122,200,2394,36.4,45.4,Natural,Natural,37.9,Euro Plast 8600 * Dos. 0.75 lit,Euro Plast 8600 , Dos. 0.75 lit
1394,0,0,20,0,43,360,0.46,165,,0,1865,785,1080,170,2394,40,44.2,Natural,Natural,37.7,Reho Build 850 0.75 lit,Reho Build 850 0.75 lit,
1395,0,0,20,0,43,360,0.46,165,,0,1865,785,1080,170,2398,0,0,Natural,Natural,37.7,Reho Build 850 Dos * 0.75 lit,Reho Build 850 Dos , 0.75 lit
1396,0,0,20,0,43,360,0.46,165,,0,1865,785,1080,170,2394,40,0,Natural,Natural,37.7,Reho Build 850 Dos * 0.75 lit,Reho Build 850 Dos , 0.75 lit
1397,0,0,40,0,43,375,0.48,180,,0,1845,665,1180,120,2405,31,38.1,Natural,Natural,37.1,0,,
1398,0,0,40,0,43,375,0.48,180,,0,1845,665,1180,120,2407,31,0,Natural,Natural,37.1,0,,
1399,0,0,20,0,43,375,0.51,190,,0,1885,775,1100,90,2455,25.6,0,Crushed,Natural,37,0,,
1400,0,0,20,0,43,375,0.41,190,,0,1885,775,1110,90,2456,25.6,31.5,Crushed,Natural,37,0,,
1401,0,0,20,0,43,375,0.53,200,,0,1865,710,1155,115,2442.5,28.3,0,Crushed,Natural,36.9,0,,
1402,0,0,40,0,43,375,0.48,180,,0,1825,640,1185,125,2396,25.5,34.2,Natural,Natural,36.9,0,,
1403,0,0,40,0,43,375,0.48,180,,0,1825,640,1185,80,2385,26.1,0,Natural,Natural,36.9,0,,
1404,0,0,40,0,43,375,0.48,180,,0,1825,640,1185,85,2385,25,34.1,Natural,Natural,36.9,0,,
1405,0,0,40,0,43,375,0.48,180,,0,1825,640,1185,160,2391,25.5,0,Natural,Natural,36.9,0,,
1406,0,0,40,0,43,375,0.48,180,,0,1825,640,1185,85,2385,25,25,Natural,Natural,36.9,0,,
1407,0,0,20,0,43,375,0.49,185,,0,1890,680,1210,150,2452,25.1,0,Crushed,Natural,36.9,Type SP901 Dos. 3.75 lit,Type SP901 Dos. 3.75 lit,
1408,0,0,20,0,43,375,0.49,185,,0,1890,680,1210,150,2454,25.1,36.8,Crushed,Natural,36.9,Type SP901 Dos. 3.75 lit/m3,Type SP901 Dos. 3.75 lit/m3,
1409,0,0,20,0,43,370,0.51,190,,0,1890,795,1110,150,2452,37.1,0,Crushed,Natural,36.5,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
1410,0,0,40,0,43,375,0.48,180,,0,1845,625,1120,100,2404.3,30.3,0,Natural,Natural,36.5,0,,
1411,0,0,40,0,43,375,0.48,180,,0,1845,625,1120,100,2405.3,30.3,40.5,Natural,Natural,36.5,0,,
1412,0,0,20,0,43,365,0.51,185,,0,1900,795,1150,150,2451,36,0,Crushed,Natural,36.5,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
1413,0,0,20,0,43,375,0.48,180,,0,1845,685,1160,140,2402,26.2,0,Natural,Natural,36.3,0,,
1414,0,0,20,0,38.5,400,0.44,175,,0,1835,770,1065,200,2458,29.9,0,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1415,0,0,20,0,43,400,0.44,175,,0,1835,770,1065,200,2456,29.9,38.4,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1416,0,0,20,0,38.5,400,0.42,168,,0,1860,780,1080,200,2470,29.6,0,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1417,0,0,20,0,43,400,0.42,168,,0,1860,780,1080,200,2468,29.6,38.4,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1418,0,0,20,0,38.5,450,0.33,150,,0,1880,750,1130,215,2481,37.1,0,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1419,0,0,20,0,43,450,0.33,150,,0,1880,750,1130,215,2480,37.1,46.3,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1420,0,0,20,0,43,400,0.54,215,,0,1785,624,1160,145,2426.5,39,0,Natural,Natural,34.4,0,,
1421,0,0,20,0,43,400,0.54,215,,0,1785,625,1260,145,2428,39,44.7,Crushed,Natural,34.4,0,,
1422,0,0,40,0,43,350,0.53,185,,0,1915,765,1150,140,2453.5,27,0,Crushed,Natural,34.2,ReheoBuild 850 * Dosage 0.8 lit,ReheoBuild 850 , Dosage 0.8 lit
1423,0,0,40,0,43,350,0.53,185,,0,1915,765,1150,140,2454,27,35.3,Crushed,Natural,34.2,ReheoBuild 850 * Dosage 0.8 lit,ReheoBuild 850 , Dosage 0.8 lit
1424,0,0,20,0,43,375,0.51,190,,0,1185,735,1150,120,2444,24.6,31.8,Crushed,Natural,34,0,,
1425,0,0,20,0,43,375,0.51,190,,0,1885,735,1150,120,2445,24.6,0,Crushed,Natural,34,0,,
1426,0,0,40,0,43,400,0.4,180,,0,1895,695,1200,200,2467,28.7,0,Crushed,Natural,34,Type Euro plast 8600 * Dos. 1.25 lit,Type Euro plast 8600 , Dos. 1.25 lit
1427,0,0,40,0,43,400,0.45,180,,0,1895,695,1200,200,2467,28.7,40.7,Crushed,Natural,34,Type Euro plast 8600 * Dos. 1.25 lit,Type Euro plast 8600 , Dos. 1.25 lit
1428,0,0,20,0,43,375,0.48,180,,0,1875,770,1105,200,2444,36.5,0,Crushed,Natural,33.8,0,,
1429,0,0,20,0,43,375,0.48,180,,0,1875,770,1105,200,2442.7,36.5,46.6,Crushed,Natural,33.8,Type * RHEOBUILD 850 * Dos. 0.8 lit,Type , RHEOBUILD 850 * Dos. 0.8 lit
1430,0,0,20,0,43,350,0.48,168,,0,1882,755,1127,190,2406,36.1,0,Natural,Natural,33.7,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1431,0,0,20,0,43,350,0.48,168,,0,1882,755,1127,190,2407,36.1,43.4,Natural,Natural,33.7,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1432,0,0,20,0,43,400,0.45,180,,0,1880,780,1100,120,2459,41.4,51.5,Crushed,Natural,33.4,Conplast SP 377 * 1.0 lit & RP 264 0.5 lit,Conplast SP 377 , 1.0 lit & RP 264 0.5 lit
1433,0,0,20,0,43,375,0.49,185,,0,1885,755,1135,150,2452,34.9,43.2,Crushed,Natural,33.4,Complast SP 337 * Dos. 0.8 & Complsat 264 * Dos. 0.5 lit,Complast SP 337 , Dos. 0.8 & Complsat 264 * Dos. 0.5 lit
1434,0,0,40,0,43,375,0.44,165,,0,1860,670,1190,180,2404,31.7,34.3,Natural,Natural,33.4,Reho Build 850 * Dos. 1.0 lit,Reho Build 850 , Dos. 1.0 lit
1435,0,0,40,0,43,375,0.44,165,,0,1860,670,1190,190,2404,26.7,31.7,Natural,Natural,33.4,Reho Build 850 * Dos 1 lit,Reho Build 850 , Dos 1 lit
1436,0,0,20,0,43,375,0.49,185,,0,1890,700,1190,150,2453,29.4,0,Crushed,Natural,33.2,Type SP901 Dos. 3.75 lit,Type SP901 Dos. 3.75 lit,
1437,0,0,20,0,43,375,0.49,185,,0,1890,700,1190,150,2454,32.3,45.7,Crushed,Natural,33.2,Type SP901 Dos. 3.75 lit/m3,Type SP901 Dos. 3.75 lit/m3,
1438,0,0,40,0,43,360,0.46,165,,0,1875,715,1160,180,2392,29.4,0,Natural,Natural,33.1,Type SP 432 * Dos. 1.0 lit,Type SP 432 , Dos. 1.0 lit
1439,0,0,40,0,43,360,0.46,165,,0,1875,715,1160,180,2395.3,33.7,41.1,Natural,Natural,33.1,Type SP 432 * Dos. 1.0 lit,Type SP 432 , Dos. 1.0 lit
1440,0,0,40,0,43,360,0.46,165,,0,1875,715,1160,180,2395,29.4,32.2,Natural,Natural,33.1,Type SP(FDN-5) * Dos. 1.0 lit,Type SP(FDN-5) , Dos. 1.0 lit
1441,0,0,40,0,43,360,0.46,165,,0,1875,715,1160,180,2394,33.7,0,Natural,Natural,33.1,Type Sp 432 Dos 1 lit,Type Sp 432 Dos 1 lit,
1442,0,0,20,0,43,375,0.51,190,,0,1885,680,1205,110,2453,33.7,0,Crushed,Natural,33.1,0,,
1443,0,0,20,0,43,375,0.51,190,,0,1885,680,1205,110,2457,33.7,38.6,Crushed,Natural,33.1,0,,
1444,0,0,40,0,43,375,0.45,170,,0,1900,750,1150,70,2447,35.6,43.2,Natural,Natural,33,Type * Dos. 3.0 lit,Type , Dos. 3.0 lit
1445,0,0,40,0,0,375,0.45,170,,0,1900,750,1150,70,2446,35.6,0,Natural,Natural,33,Type Dos 3,Type Dos 3,
1446,0,0,40,0,43,375,0.47,175,,0,1860,700,1160,125,2409,32.5,0,Natural,Natural,32.8,Sikament R2002 * 3.0lit,Sikament R2002 , 3.0lit
1447,0,0,40,0,43,400,0.45,180,,0,1840,680,1160,90,2420,36.6,44.1,Natural,Natural,32.8,Sikament R2002 * 3.0lit,Sikament R2002 , 3.0lit
1448,0,0,40,0,43,375,0.47,175,,0,1860,700,1160,125,2407,32.5,39.7,Natural,Natural,32.8,Sikament R2002 * 3.0lit,Sikament R2002 , 3.0lit
1449,0,0,40,0,43,400,0.45,180,,0,1840,680,1160,90,2423,36.6,0,Natural,Natural,32.8,Sikament R2002 * 3.0lit,Sikament R2002 , 3.0lit
1450,0,0,20,0,43,375,0.48,180,,0,1845,665,1180,150,2404,24.8,32.9,Natural,Natural,32.8,0,,
1451,0,0,20,0,43,375,0.48,180,,0,1845,665,1180,150,2404,24.8,0,Natural,Natural,32.8,0,,
1452,0,0,40,0,43,350,0.47,165,,0,1880,670,1210,190,2396,25.5,31.3,Natural,Natural,32.7,Reho Build 850 * Dos 1.0 lit & LCD10 * Dos 0.5 lit,Reho Build 850 , Dos 1.0 lit & LCD10 * Dos 0.5 lit
1453,0,0,40,0,43,350,0.47,165,,0,1880,670,1210,190,2396,25.5,0,Natural,Natural,32.7, Reho Build 850 .Dos * lit & LD10 * Dos. 0.5lit, Reho Build 850 .Dos , lit & LD10 * Dos. 0.5lit
1454,0,0,40,0,43,375,0.48,180,,0,1845,685,1160,90,2403,29.5,0,Natural,Natural,32.2,0,,
1455,0,0,40,0,43,375,0.48,180,,0,1845,685,1160,100,2405,30.3,35.4,Natural,Natural,32.2,Type Pentron * Dos 1.0 lit,Type Pentron , Dos 1.0 lit
1456,0,0,40,0,43,375,0.48,180,,0,1845,685,1160,90,2405,29.5,33.3,Natural,Natural,32.2,0,,
1457,0,0,20,0,43,350,0.47,165,,0,1870,750,1120,210,2405,42.1,45.9,Natural,Natural,31.9,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1458,0,0,20,0,43,350,0.47,165,,0,1870,750,1120,210,2402,42.1,0,Natural,Natural,31.9,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1459,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2405,35.4,0,Natural,Natural,31.3,Reho Build 850 * Dos. 1.0 lit,Reho Build 850 , Dos. 1.0 lit
1460,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2406,35.4,43.3,Natural,Natural,31.3,Build 850 * Dos 1 lit,Build 850 , Dos 1 lit
1461,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2405,35.4,43.3,Natural,Natural,31.3,Build 850 * Dos 1 lit,Build 850 , Dos 1 lit
1462,0,0,20,0,43,375,0.48,180,,0,1895,740,1155,200,2455,40.9,0,Crushed,Natural,31.3,Type SP Gold* Dos. 1.0 lit,Type SP Gold, Dos. 1.0 lit
1463,0,0,20,0,43,375,0.48,180,,0,1895,740,1155,200,2455,40.9,53.8,Crushed,Natural,31.3,Type SP Gold* Dos. 1.0 lit,Type SP Gold, Dos. 1.0 lit
1464,0,0,40,0,43,360,0.45,160,,0,1880,715,1165,125,2403,33.1,0,Natural,Natural,31.3,Reho build 850 * Dos. 0.75 lit,Reho build 850 , Dos. 0.75 lit
1465,0,0,40,0,43,360,0.45,160,,0,1880,715,1165,125,2405,33.1,39.1,Natural,Natural,31.3,Type Reho Build 850 * Dos .75 lit,Type Reho Build 850 , Dos .75 lit
1466,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,190,2453.3,41.1,0,Crushed,Natural,31,Type SP-337 * Dos. 1.0 lit,Type SP-337 , Dos. 1.0 lit
1467,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,190,2455,41.1,49.5,Crushed,Natural,31,Type SP-337 * Dos. 1.0 lit,Type SP-337 , Dos. 1.0 lit
1468,0,0,20,0,43,375,0.49,185,,0,1890,815,1075,150,2457,38.6,45.3,Crushed,Natural,30.7,Type SP901 Dos. 3.75 lit/m3,Type SP901 Dos. 3.75 lit/m3,
1469,0,0,20,0,43,375,0.49,185,,0,1890,815,1075,150,2455,38.6,0,Crushed,Natural,30.7,Type SP901 Dos. 3.75 lit,Type SP901 Dos. 3.75 lit,
1470,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2454.3,26.8,0,Crushed,Natural,30.7,Type Flocrete EP 8600 * Dos. 4.875,Type Flocrete EP 8600 , Dos. 4.875
1471,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2453.67,26.8,0,Crushed,Natural,30.7,Type Flocrete EP 8600 * Dos. 4.875,Type Flocrete EP 8600 , Dos. 4.875
1472,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2454,26.8,33.9,Crushed,Natural,30.7,Type Fosroc Conplast Wp400  * Dos 1.75 & Sp 8600 Dos .75 lit,Type Fosroc Conplast Wp400  , Dos 1.75 & Sp 8600 Dos .75 lit
1473,0,0,40,0,43,365,0.48,175,,0,1850,700,1150,110,2394,27.3,0,Natural,Natural,30.6,0,,
1474,0,0,40,0,43,375,0.45,170,,0,1855,650,1205,135,2404.3,35.1,0,Natural,Natural,30.6,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
1475,0,0,40,0,43,375,0.45,170,,0,1855,650,1205,135,2403,35.1,43.2,Natural,Natural,30.6,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
1476,0,0,20,0,43,385,0.52,200,,0,1840,756,1075,115,2428,32.8,0,Crushed,Natural,30.4,0,,
1477,0,0,20,0,43,365,0.51,185,,0,1900,800,1200,135,2453,35.4,0,Crushed,Natural,30.4,Type SP(FDN-5) * Dos. 2.5 lit,Type SP(FDN-5) , Dos. 2.5 lit
1478,0,0,20,0,43,365,0.51,185,,0,1900,800,1200,135,2454,35.4,42.5,Crushed,Natural,30.4,Type Sp(Fdn-5) * Dos 2.5,Type Sp(Fdn-5) , Dos 2.5
1479,0,0,20,0,43,375,0.49,185,,0,1890,740,1150,150,2456,29.5,0,Crushed,Natural,30.2,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1480,0,0,20,0,43,375,0.49,185,,0,1890,740,1150,150,2457,29.5,41.9,Crushed,Natural,30.2,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1481,0,0,20,0,43,375,0.47,190,,0,1885,760,1170,150,2405,34.2,0,Crushed,Natural,30.1,Type Basf 8800E* Dos 1.0lit,Type Basf 8800E, Dos 1.0lit
1482,0,0,40,0,43,375,0.48,175,,0,1840,700,1140,120,2394,31.1,38.7,Natural,Natural,30,0,,
1483,0,0,40,0,43,375,0.48,175,,0,1340,700,1140,120,2394,31.1,38.7,Natural,Natural,30,0,,
1484,0,0,20,0,43,370,0.46,170,,0,1850,740,1110,185,2393,33.4,0,Natural,Natural,29.8,R 2008 * Dos 1.0 & RX * Dos 0.5 lit,R 2008 , Dos 1.0 & RX * Dos 0.5 lit
1485,0,0,20,0,43,375,0.48,180,,0,1895,740,1155,150,2455,27.3,0,Crushed,Natural,29.7,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1486,0,0,20,0,43,375,0.48,180,,0,1895,740,1155,150,2456,27.3,34.1,Crushed,Natural,29.7,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1487,0,0,40,0,43,375,0.48,180,,0,1825,730,1095,110,2384,25.1,0,Natural,Natural,29.5,0,,
1488,0,0,20,0,43.1,385,0.48,215,,0,1810,815,995,70,2413.6,22.3,29.5,Crushed,Natural,29.1,0,,
1489,0,0,20,0,43.1,385,0.48,215,,0,1810,685,1125,70,2414,22.3,0,Crushed,Natural,29.1,0,,
1490,0,0,20,0,43,375,0.51,190,,0,1855,680,1205,100,2453,30.7,37.1,Crushed,Natural,29.1,0,,
1491,0,0,20,0,43,400,0.54,215,,0,1775,675,1250,150,2394,31.2,0,Crushed,Natural,28.4,0,,
1492,0,0,40,0,43,375,0.48,180,,0,1845,665,1180,130,2404,28,0,Natural,Natural,27.9,0,,
1493,0,0,40,0,43,375,0.48,180,,0,1845,665,1180,130,2403,28,33.5,Natural,Natural,27.9,0,,
1494,0,0,20,0,43,375,0.48,180,,0,1845,700,1145,100,2405,27.9,0,Natural,Natural,27.4,0,,
1495,0,0,20,0,43,375,0.48,180,,0,1845,700,1145,100,2405,27.9,33.6,Natural,Natural,27.4,0,,
1496,0,0,20,0,43,400,0.42,185,,0,1871,842,1029,200,2444,36.4,0,Crushed,Natural,26.4,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1497,0,0,40,0,43,375,0.48,180,,0,1845,665,1180,110,2404,31,0,Natural,Natural,26.4,0,,
1498,0,0,40,0,43,375,0.48,180,,0,1845,665,1180,110,2403,31,38.6,Natural,Natural,26.4,0,,
1499,0,0,40,0,43,350,0.47,165,,0,1855,685,1200,190,2404,35.6,40.3,Natural,Natural,26.2,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1500,0,0,40,0,43,350,0.47,165,,0,1885,685,1200,190,2403,35.6,0,Natural,Natural,26.2,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1501,0,0,20,0,43,375,0.51,190,,0,1885,760,1125,110,2454,31.4,35.6,Crushed,Natural,26.1,0,,
1502,0,0,40,0,43,400,0.5,200,,0,1820,725,1096,110,2423,37.7,0,Crushed,Natural,26,0,,
1503,0,0,40,0,43,400,0.5,200,,0,1820,725,1096,110,2425,37.7,45.7,Crushed,Natural,26,0,,
1504,0,0,20,0,43,350,0.47,165,,0,1885,715,1170,180,2404,34.3,0,Natural,Natural,25,Type SP Gold* Dos. 1.0 lit,Type SP Gold, Dos. 1.0 lit
1505,0,0,20,0,43,350,0.47,165,,0,1885,715,1170,180,2404,34.3,38.5,Natural,Natural,25,Type SP Gold* Dos. 1.0 lit,Type SP Gold, Dos. 1.0 lit
1506,0,0,20,0,43,370,0.51,190,,0,1880,715,1165,120,2446,35.9,0,Crushed,Natural,24.9,Rheobuild 850 1.0 lit,Rheobuild 850 1.0 lit,
